Subject ID;Video ID;Attention (Proprietary measure of mental focus);Mediation (Proprietary measure of calmness);Raw (Raw EEG signal);Delta (1-3 Hz of power spectrum);Theta (4-7 Hz of power spectrum);Alpha 1 (Lower 8-11 Hz of power spectrum);Alpha 2 (Higher 8-11 Hz of power spectrum);Beta 1 (Lower 12-29 Hz of power spectrum);Beta 2 (Higher 12-29 Hz of power spectrum);Gamma 1 (Lower 30-100 Hz of power spectrum);Gamma 2 (Higher 30-100 Hz of power spectrum); predefined label (whether the subject is expected to be confused);user-defined label (whether the subject is actually confused)
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-1,30E+21;9,43E+22;3,42E+22;2,83E+22;1,06E+22;2,45E+22;9,73E+22;3,17E+22;1,56E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,57E+22;2,02E+22;5,03E+21;8,95E+21;7,57E+21;8,60E+22;8,67E+22;4,07E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;4,01E+23;3,12E+23;7,00E+22;1,82E+22;1,60E+22;2,06E+23;2,27E+23;2,78E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,66E+24;1,10E+23;2,43E+22;2,07E+22;6,28E+22;3,12E+23;1,60E+23;1,15E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-3,63E+20;3,96E+22;2,71E+22;6,97E+21;2,56E+22;1,25E+22;1,70E+23;6,05E+22;3,53E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;3,40E+23;7,63E+22;2,15E+22;2,48E+22;5,06E+21;4,11E+23;2,49E+23;6,15E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,86E+23;2,15E+23;1,35E+22;1,06E+22;1,46E+22;2,93E+23;2,22E+23;9,94E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;5,90E+23;6,80E+22;1,58E+22;1,55E+22;2,88E+22;1,71E+23;2,08E+23;3,46E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;6,49E+20;3,60E+23;7,46E+22;4,89E+22;7,03E+22;2,36E+22;2,22E+23;4,20E+23;1,37E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;5,97E+23;1,12E+23;1,49E+22;5,81E+22;3,42E+22;2,69E+23;1,33E+23;6,03E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,05E+24;2,77E+23;1,63E+22;2,37E+22;7,43E+22;4,26E+23;1,30E+23;9,63E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;5,39E+23;2,67E+22;9,08E+21;8,04E+21;9,50E+21;2,87E+22;8,22E+22;1,97E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;1,40E+21;5,11E+22;4,38E+22;4,74E+21;1,73E+22;1,89E+22;1,83E+23;4,94E+22;2,30E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,04E+24;9,39E+22;8,80E+21;6,09E+22;2,40E+22;2,79E+23;1,05E+23;1,50E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;6,16E+23;2,31E+23;4,55E+22;2,76E+22;6,64E+22;2,44E+23;2,21E+23;5,39E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,06E+24;1,55E+23;8,16E+21;4,19E+22;7,75E+22;1,64E+23;2,75E+23;5,61E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;8,22E+20;4,77E+23;9,88E+22;3,66E+22;8,48E+22;3,99E+22;2,08E+23;5,13E+23;1,62E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;5,75E+23;2,56E+23;1,74E+22;3,73E+22;3,46E+22;3,75E+23;2,54E+23;4,99E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;2,92E+23;2,34E+23;3,75E+22;3,79E+22;2,41E+22;2,47E+23;1,81E+23;5,95E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,14E+24;1,11E+23;3,71E+22;4,24E+22;5,54E+22;2,73E+23;3,31E+23;9,41E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-7,81E+20;3,59E+22;3,70E+22;7,84E+21;1,35E+22;2,24E+22;2,33E+23;4,80E+22;1,74E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;4,07E+23;1,41E+23;8,88E+21;1,15E+22;8,32E+21;5,73E+23;2,25E+23;8,32E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;3,60E+23;3,33E+23;8,33E+22;1,79E+22;1,96E+22;1,95E+23;2,78E+23;2,22E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,27E+24;2,73E+23;2,60E+22;5,40E+22;1,06E+23;2,03E+23;1,95E+23;7,06E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;3,86E+22;5,92E+22;1,29E+22;2,43E+22;7,66E+21;9,06E+22;5,30E+22;2,39E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;5,27E+23;1,45E+23;8,05E+22;1,93E+22;1,60E+22;2,43E+23;1,21E+23;4,36E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,88E+24;6,73E+23;1,55E+23;3,11E+23;3,78E+23;5,74E+23;8,25E+23;2,28E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;5,92E+23;5,25E+22;1,55E+22;1,65E+22;5,58E+22;1,50E+23;1,60E+23;5,37E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;3,98E+23;3,68E+23;2,20E+22;3,79E+22;6,41E+22;3,39E+23;3,02E+23;1,19E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;4,07E+23;1,39E+23;1,62E+22;2,74E+22;3,70E+22;3,00E+23;1,28E+23;5,92E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;6,16E+23;1,77E+23;1,01E+23;1,32E+22;3,43E+22;2,40E+23;3,53E+23;7,81E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;2,16E+24;2,92E+23;2,05E+23;1,65E+23;1,78E+23;8,49E+23;1,18E+24;1,35E+24;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;8,97E+23;1,21E+23;7,18E+22;3,27E+22;3,88E+22;2,35E+23;2,82E+23;9,85E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;4,85E+22;2,20E+22;2,37E+21;7,21E+21;1,82E+22;1,66E+23;4,36E+22;7,19E+21;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;7,45E+23;2,08E+23;4,04E+22;4,67E+22;7,10E+22;2,05E+23;1,74E+23;5,59E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;4,89E+23;1,28E+23;4,98E+22;2,94E+22;5,73E+22;1,17E+23;2,83E+23;9,06E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,21E+23;2,78E+22;5,79E+21;2,77E+22;4,95E+22;5,14E+22;5,19E+22;1,83E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;5,67E+23;2,43E+23;4,35E+22;1,05E+22;6,74E+21;2,28E+23;1,70E+23;1,70E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;7,02E+23;3,09E+23;4,23E+22;3,37E+22;1,99E+22;2,50E+23;1,82E+23;2,60E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;4,24E+23;1,40E+23;6,09E+21;4,89E+22;7,48E+22;3,76E+23;3,76E+23;9,06E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;7,61E+23;6,07E+23;1,86E+22;1,61E+22;4,16E+22;1,60E+23;3,07E+23;2,48E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-1,35E+21;4,60E+23;1,54E+23;4,27E+22;1,25E+22;1,40E+22;1,71E+23;1,48E+23;1,76E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;6,15E+23;1,17E+23;1,23E+22;3,73E+22;2,13E+22;2,04E+23;3,47E+23;6,71E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;6,28E+22;6,08E+22;5,63E+21;2,14E+22;5,90E+21;1,96E+23;6,59E+22;2,72E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;7,74E+22;5,56E+22;4,37E+21;6,89E+21;8,97E+21;1,71E+23;8,96E+22;3,01E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;5,04E+20;2,05E+23;1,82E+23;4,08E+22;3,38E+22;2,68E+22;4,43E+23;2,11E+23;8,27E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;5,26E+23;9,86E+22;4,43E+21;4,92E+22;3,15E+22;1,88E+23;2,57E+23;1,22E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;2,91E+22;1,13E+23;9,34E+21;1,75E+22;1,64E+22;1,92E+23;4,80E+22;1,84E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;6,37E+23;1,41E+23;2,89E+22;5,50E+22;2,82E+22;1,84E+23;1,28E+23;3,15E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;6,18E+23;4,33E+23;1,12E+23;2,51E+22;1,12E+22;2,26E+23;1,68E+23;8,09E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;5,65E+23;3,68E+22;2,90E+22;1,77E+22;1,13E+22;2,35E+23;1,87E+23;4,20E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,34E+20;2,43E+22;2,60E+22;1,08E+22;1,69E+22;1,83E+22;1,57E+23;5,06E+22;2,52E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,72E+23;4,12E+23;4,31E+22;2,03E+22;2,59E+22;2,65E+23;2,32E+23;6,26E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;2,12E+23;3,45E+23;6,21E+21;2,39E+22;3,15E+22;3,43E+23;2,32E+23;3,51E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;9,64E+23;2,11E+23;3,62E+22;3,53E+22;8,07E+22;2,63E+23;1,81E+23;1,28E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-1,77E+21;3,93E+23;2,37E+23;8,16E+22;4,03E+22;5,30E+22;2,46E+23;3,33E+23;7,90E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;5,27E+23;9,84E+22;1,44E+22;2,45E+22;8,38E+21;1,72E+23;1,44E+23;6,36E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;4,87E+23;1,40E+23;1,15E+22;1,50E+22;3,96E+22;2,29E+23;1,79E+23;3,27E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;7,16E+23;9,60E+22;2,48E+22;3,85E+22;7,36E+22;5,19E+23;3,49E+23;1,23E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,15E+23;1,18E+23;9,53E+21;1,79E+22;1,70E+22;1,50E+23;5,90E+22;3,28E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,47E+23;1,77E+23;3,80E+21;1,25E+22;1,63E+22;4,72E+23;2,05E+23;3,77E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;9,05E+23;1,92E+23;4,02E+22;2,81E+22;6,96E+22;1,79E+23;1,90E+23;6,04E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;5,29E+23;1,76E+23;6,71E+21;6,05E+22;2,53E+22;4,04E+23;3,00E+23;7,36E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,03E+23;1,51E+23;4,07E+21;7,05E+21;1,19E+22;1,26E+23;5,90E+22;2,83E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;5,35E+23;1,06E+23;3,53E+22;2,51E+22;3,21E+22;2,56E+23;1,62E+23;2,94E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;6,37E+23;1,17E+23;3,52E+22;9,75E+21;1,67E+22;2,71E+23;1,51E+23;4,73E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;2,25E+24;1,23E+24;7,38E+22;1,05E+23;2,04E+23;1,24E+24;1,97E+24;3,20E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,60E+23;1,16E+23;4,22E+20;1,01E+22;1,98E+22;7,13E+22;1,28E+23;4,30E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;6,01E+23;1,14E+23;3,67E+22;1,71E+22;2,71E+22;1,82E+23;1,59E+23;2,02E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;7,32E+23;2,45E+23;6,73E+22;1,51E+22;2,75E+22;4,00E+23;2,91E+23;7,07E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,39E+24;2,97E+23;2,69E+23;9,75E+22;1,36E+23;6,94E+23;6,83E+23;3,90E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;3,96E+23;3,04E+23;1,03E+22;3,22E+22;3,67E+22;3,45E+23;5,04E+23;1,12E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,34E+23;2,82E+22;3,47E+21;1,41E+22;4,24E+21;3,43E+22;3,46E+22;1,01E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;9,43E+23;2,13E+23;7,79E+22;6,52E+22;2,35E+22;1,99E+23;1,15E+23;9,73E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;8,64E+23;8,79E+23;4,86E+22;1,47E+23;1,57E+23;1,13E+24;1,36E+24;3,55E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;7,77E+22;6,87E+22;1,76E+22;1,30E+22;1,85E+22;1,61E+23;4,73E+22;1,03E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;4,15E+23;1,03E+23;4,62E+22;2,81E+22;5,90E+22;3,01E+23;2,02E+23;1,03E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;7,92E+23;1,28E+23;2,70E+22;2,87E+22;7,46E+21;3,01E+23;1,70E+23;1,56E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,17E+24;6,86E+23;5,38E+22;1,61E+23;1,88E+23;1,37E+24;1,70E+24;2,11E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;7,17E+23;1,90E+23;5,45E+22;6,13E+22;9,21E+22;3,05E+23;3,94E+23;1,09E+23;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;6,10E+22;1,86E+22;1,51E+22;9,45E+21;1,98E+22;5,21E+22;4,21E+22;2,39E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;9,13E+23;2,63E+23;8,29E+22;1,12E+23;4,89E+22;2,71E+23;1,77E+23;3,98E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;4,61E+23;3,88E+23;1,32E+22;3,88E+22;5,81E+22;3,96E+23;3,52E+23;9,44E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;7,92E+22;8,68E+22;1,41E+22;2,39E+22;1,33E+22;1,80E+23;4,22E+22;2,00E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,72E+23;4,67E+22;4,61E+21;1,25E+22;1,34E+22;2,95E+22;2,74E+22;3,00E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;1,07E+24;1,30E+23;1,11E+23;3,62E+22;5,09E+22;3,72E+23;1,20E+23;8,96E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;4,35E+23;1,75E+23;3,46E+21;4,77E+22;3,88E+22;4,23E+23;2,99E+23;8,12E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;3,36E+22;8,32E+22;4,25E+21;1,08E+22;2,60E+22;1,93E+23;5,31E+22;2,11E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;5,71E+22;1,74E+22;5,08E+21;4,90E+21;5,47E+21;9,63E+22;2,57E+22;1,17E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;2,59E+23;1,68E+23;1,11E+22;5,08E+21;3,71E+22;2,52E+23;3,07E+23;5,00E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;2,05E+21;8,27E+23;1,28E+23;3,85E+22;5,95E+22;2,00E+22;2,73E+23;2,16E+23;3,02E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;1,09E+21;2,56E+22;3,06E+22;7,94E+21;1,65E+22;4,63E+21;1,96E+23;3,50E+22;4,16E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;2,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;1,32E+24;9,18E+22;7,70E+21;7,97E+22;2,90E+22;3,03E+23;1,35E+23;8,83E+22;0.000000000000000000e+00;0.000000000000000000e+00
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;8,96E+20;4,86E+23;6,48E+22;3,97E+21;1,52E+22;5,01E+22;7,38E+21;1,41E+22;6,57E+21;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;1,71E+21;1,38E+24;2,80E+23;3,37E+23;3,87E+22;8,07E+22;1,02E+23;1,25E+23;1,42E+23;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;1,97E+21;1,59E+24;4,66E+23;6,55E+22;2,08E+23;3,83E+22;1,78E+23;2,23E+23;7,43E+22;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;8,99E+23;4,18E+23;1,04E+23;1,30E+23;4,04E+22;8,99E+22;3,23E+22;9,18E+22;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;4,36E+20;2,44E+23;2,88E+23;3,33E+21;5,41E+21;1,73E+22;2,94E+22;1,67E+22;1,01E+22;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;1,21E+21;9,15E+22;7,67E+22;1,65E+22;2,44E+22;5,62E+22;2,29E+22;2,45E+22;2,80E+22;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;1,98E+21;4,30E+23;4,18E+23;1,07E+23;8,85E+22;1,24E+23;1,21E+23;5,32E+22;2,00E+23;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;7,91E+23;4,90E+23;1,77E+23;1,78E+23;2,45E+23;1,31E+23;1,17E+23;1,35E+23;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;3,32E+20;2,65E+24;7,97E+23;9,38E+22;5,52E+22;4,37E+22;8,34E+22;4,07E+22;3,88E+22;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;1,56E+21;3,24E+23;2,54E+23;2,44E+23;1,28E+23;1,99E+23;2,12E+23;6,23E+22;1,13E+23;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;1,44E+21;8,57E+22;7,49E+22;2,44E+22;4,92E+22;1,04E+22;1,79E+22;1,60E+22;3,73E+22;0.000000000000000000e+00;1,00E+18
6000000000000000000,00;3,00E+18;0.000000000000000000e+00;0.000000000000000000e+00;-2,05E+21;4,25E+23;2,26E+23;4,35E+22;1,62E+23;6,93E+22;1,35E+23;4,09E+22;1,83E+23;0.000000000000000000e+00;1,00E+18
